UPC,Item
7501088508288,Virlix 10 Tabletas Caja - Cetirizina 10 MG
7501088508264,Virlix 10 ML Solución Gotero - Cetirizina 10 MG
7501043163637,Ventolin Para nebulizar 10 ML Solución Frasco - Salbutamol 5 MG
7501043162487,Ventolin Aerosol 200 Aerosol Inhalador - Salbutamol 0.1328 G
7501088508271,Virlix 20 Tabletas Caja - Cetirizina 10 MG
840149675734,Viagra 4 Tableta Caja - Sildenafil 100 MG
7501258211901,Valinir 10 Tabletas Caja - Valaciclovir 500 MG
7501287631206,Vibramicina 10 Cápsulas Caja - Doxiciclina monohidratada 100 MG
7501390913152,Uroclasio NF 30 Polvo Sobre - Citrato de potasio monohidrata 1.5 G
1210001168169,Viagra 1 Tableta Caja - Sildenafil 50 MG
840149675864,Xalatan Oftálmica 2.5 ML Solución Gotero - Latanoprost 50 MCG
1210001168176,Viagra 4 Tabletas Caja - Sildenafil 50 MG
840149675741,Viagra 2 cajas con una tableta cada una Tableta Paquete - Sildenafil 100 MG
7501287631138,Vibramicina 28 Cápsulas Caja - Doxiciclina monohidratada 50 MG
7501125160646,Vinza 10 Piezas Ampolletas - Bromuro de ipratropio 0.5 MG Salbutamol 2.5 MG
7503007704634,Somazina 20 Comprimidos Caja - Citicolina sódica 500 MG
840149675857,Xalacom Oftálmica 2.5 ML Solución Gotero - Latanoprost 50 MCG Timolol 6.83 MG
7501088507786,Keppra XR 60 Tabletas Caja - Levetiracetam 500 MG
3594450700421,Valdoxa 28 Comprimidos Caja - Agomelatina 25 MG
3594450700438,Valdoxa 14 Comprimidos Caja - Agomelatina 25 MG
736085905373,Krytantek Ofteno 5 ML Solución Gotero - Clorhidrato de dorzolamida 20 MG Timolol 5 MG Tartrato de brimonidina 2 MG
7501249601896,Klodex 30 Tabletas Caja - Clonazepam 2 MG
7501070635664,Vontrol 25 Tableta Caja - Clorhidrato de difenidol 25 MG
7501070635718,Vontrol Inyección 2 Solución Ampolleta - Clorhidrato de difenidol 40 MG
7501070635671,Vontrol 10 Tableta Caja - Clorhidrato de difenidol 100 MG
7501299307885,Sensibit 60 Solución Frasco dosificador - Fenilefrina 0.2 G Loratadina 0.05 G
7501583300318,Utrogestan 15 Cápsulas Caja - Progesterona 100 MG
7501249606259,Leben Celtisc 21 Cápsulas Caja - Orlistat 120 MG
3664898062778,Sulverion 20 Comprimidos Caja - Sulbutiamina 200 MG
7501299309322,Seltaferon 60 ML Suspensión Frasco dosificador - Fosfato de oseltamivir 6 MG
7501165005280,Shorant 10 ML Frasco Ámpula - Insulina glulisina 100 UI
7501072310217,Secnidal 8 Comprimidos Caja - Secnidazol 500 MG
7501174603804,Surgam 30 Comprimidos Caja - Ácido tiaprofénico 300 MG
7501328979656,Solian 14 Tabletas Caja - Amisulprida 200 MG
7501070648022,Temerit 28 Comprimidos Caja - Clorhidrato de nebivolol 5 MG
7501165000360,Tabalon 10 Tableta Caja - Ibuprofeno 400 MG
7501070648060,Temerit Kox 28 Tableta Caja - Clorhidrato de nebivolol 5 MG Hidroclorotiazida 12.5 MG
7501165006324,Shorant 1 Solución Pluma Prellenada - Insulina glulisina 100 UI
7501314703227,Sies 20 Cápsulas Caja - Hidrosmina 200 MG
7501314704828,Ulsen PCS 14 Cápsulas Caja - Omeprazol 40 MG
7501314703548,Senovital 30 Tableta Caja - Montelukast 10 MG
7501328979090,Stilnox 10 Tabletas Caja - Hemitartrato de zolpidem 10 MG
7501328979106,Stilnox 30 Tabletas Caja - Hemitartrato de zolpidem 10 MG
7502213140823,Saprame 30 Tabletas Caja - Bezafibrato 200 MG
7501300408938,Tapazol 20 Tableta Caja - Tiamazol 5 MG
7501314703586,Senovital Masticable 30 Tabletas Caja - Montelukast 5 MG
7501300408945,Tapazol 60 Tabletas Caja - Tiamazol 5 MG
7501300421944,Urotrol 14 Tabletas Caja - Tolterodina 2 MG
736085400892,3 A ofteno 5 ML Solución Gotero - Diclofenaco sódico 1 MG
736085400571,Trazil Ofteno 15 ML Solución Gotero - Tobramicina 3 MG
736085400519,Sophixin Ciprofloxacino ofteno 5 ML Solución Gotero - Ciprofloxacino 3 MG
736085400830,Trazidex Ofteno 5 ML Suspensión Gotero - Tobramicina 3 MG Dexametasona 1 MG
736085400489,Sophipren Ofteno prendisolona 5 ML Suspensión Gotero - Fosfato prednisolona 10 MG
736085904727,Sophixin DX ofteno 5 ML Solución Gotero - Ciprofloxacino 3 MG Dexametasona 1 MG
7501300421937,Urotrol 28 Tabletas Caja - Tolterodina 2 MG
7501300420107,Sig 30 Comprimidos Caja - Bisoprolol 10 MG
7501300420398,Sig 30 Comprimidos Caja - Bisoprolol 2.5 MG
736085409598,Sophixin DX 3.5 G Ungüento Tubo - Ciprofloxacino 3 MG Dexametasona 1 MG
7501300420091,Sig 30 Comprimidos Caja - Bisoprolol 5 MG
7501300420572,Tromodil-V Crema Vaginal 43 G Crema Tubo - Estrógenos conjugados 62.5 MG
736085278453,T-P Ofteno 15 ML Solución Gotero - Fenilefrina 50 MG Tropicamida 8 MG
736085048063,Trazidex 3.5 G Ungüento Tubo - Tobramicina 3 MG Dexametasona 1 MG
7503007704610,Somazina 10 Piezas Ampolleta - Citicolina sódica 1000 MG
7501092760016,Legalon 20 Tableta Caja - Silimarina 70 MG
7503007704603,Somazina 5 Piezas Ampolleta - Citicolina sódica 1000 MG
7503007704627,Somazina 10 Comprimidos Caja - Citicolina sódica 500 MG
7503006916670,Sundonnez 30 Tabletas Caja - Clorhidrato de donepezilo 10 MG
736085413359,Lagricel Pf 10 ML Solución Gotero - Hialuronato de sodio 4 MG
7501070635787,Stadium T 10 Tabletas Caja - Clorhidrato de tramadol 75 MG Dexketoprofeno trometamol 25 MG
3760001041347,Transilax 150 G Gel Frasco dosificador - Lactulosa 35 G Parafina líquida 42.91 G Parafina blanca 21.45 G
7501250829890,Sinergix 20 Cápsulas Caja - Clorhidrato de tramadol 25 MG Ketorolaco trometamina 10 MG
736085280005,Lagricel Ofteno cada sobre con 5 ampolletas 4 Solución Ampolleta - Hialuronato de sodio 4 MG
7501123019717,Uniferfol 30 Cápsulas Caja - Hierro 36 MG Ácido fólico 0.8 MG
7501070635756,Stadium 10 Tableta Caja - Dexketoprofeno trometamol 25 MG
7503003746027,Seropram 28 Tabletas Caja - Citalopram 20 MG
7613326005906,Tamiflu 10 Cápsulas Caja - Fosfato de oseltamivir 75 MG
7501070635770,Stadium 20 Tableta Caja - Dexketoprofeno trometamol 25 MG
7501122900504,Tecnodron 4 Tabletas Caja - Acido Risedronico 35 MG
7501070648008,Temerit 14 Comprimidos Caja - Clorhidrato de nebivolol 5 MG
7501070648046,Temerit Kox 14 Tableta Caja - Clorhidrato de nebivolol 5 MG Hidroclorotiazida 12.5 MG
7501070635763,Stadium Inyección 3 Solución Ampolleta - Dexketoprofeno trometamol 50 MG
7501314705221,Sideril 20 Cápsulas Caja - Trazodona 50 MG
7501314705238,Sideril 20 Cápsulas Caja - Trazodona 100 MG
7501314704248,Sabro Masticable 20 Comprimidos Caja - Aloglutamol 500 MG
7501314704750,Unamol 30 Comprimidos Caja - Cisaprida 5 MG
7501314704712,Unamol 30 Comprimidos Caja - Cisaprida 10 MG
7501314704927,Spasmopriv 12 Cápsulas Caja - Fenoverina 200 MG
7501314704262,Sabro 120 ML Suspensión Frasco - Aloglutamol 24 G
7501314702114,Senociclin Balsámico adulto inyección 1 Solución Frasco Ámpula - Senociclina 300 MG Lidocaína 35 MG Beta-hidroxipropilteofilina 70 MG
7501314704873,Ulsen 11 7 Cápsulas Paquete - Omeprazol 20 MG
7501314702121,Senociclin Balsámico infantil inyección 1 Solución Frasco Ámpula - Senociclina 150 MG Lidocaína 23.3 MG Beta-hidroxipropilteofilina 46.6 MG
7501314701223,Unasal 30 Tabletas Caja - Terbinafina 250 MG
7501314701254,Unasal 15 G Crema Tubo - Terbinafina 10 MG
7501314704743,Unamol 60 ML Suspensión Frasco dosificador - Cisaprida 100 MG
7501314701216,Unasal 10 Tabletas Caja - Terbinafina 250 MG
7501314704040,Unival 40 Tableta Caja - Sucralfato 1 G
7501314704897,Ulsen 21 Cápsulas Caja - Omeprazol 20 MG
7501314703562,Senovital 15 Sobres Caja - Montelukast 4 MG
7501314704934,Spasmopriv 24 Cápsulas Caja - Fenoverina 200 MG
7501300406651,Sydolil 36 Tabletas Caja - Ergotamina 1 MG Cafeína 50 MG Ácido acetilsalicílico 400 MG
7501701407653,Sintrom 30 Tabletas Caja - Acenocumarol 4 MG
7501314704057,Unival 230 ML Suspensión Frasco dosificador - Sucralfato 20 G
7501033921674,Klaricid 12h jeringa dosificada 60 ML Suspensión Frasco Ámpula - Claritromicina 250 MG
7501101627224,Tiaminal B12 trivalente AP 30 Cápsulas Caja - Vitamina b12 hidroxocobalamina 250 MCG Vitamina b1 tiamina 100 MG Clorhidrato de piridoxina 50 MG
7501101642234,Sil Norboral 40 Tabletas Caja - Glibenclamida 5 MG Metformina 500 MG
7501101624636,Tiaminal B12 trivalente inyección 3 Solución Ampolleta - Vitamina b1 200 MG Piridoxina 100 MG
7501101600265,Sufisal 30 Tabletas Caja - Pentoxifilina 400 MG
7501101620027,Tiamidexal Inyección 3X3 Solución Jeringa Prellenada - Vitamina b12 hidroxocobalamina 10000 MCG Vitamina b1 tiamina 200 MG Fosfato sódico de dexametasona 4 MG
7501101623769,Tiaminal B12 inyección 5 Solución Frasco Ámpula - Vitamina b12 hidroxocobalamina 5000 MCG Vitamina b1 tiamina 100 MG Lidocaína 1 MG
7501070611255,Sayana 1 Jeringa Prellenada Caja - Acetato de medroxiprogesterona 104 MG
7501101602061,Sentax Solución 10 Z59 Solución Sobre - Citicolina sódica 100 ML
7501101649653,Sebryl Shampoo 150 G Líquido Botella - Alantoína 0.2 G Clioquinol 3 G Solución de alquitrán de hulla 5 G
7501088504594,Tardyferon Fol 30 Comprimidos Caja - Sulfato ferroso 80 MG Ácido fólico 0.35 MG
7501101643217,Sil Norboral 40 Tabletas Caja - Glibenclamida 5 MG Metformina 1000 MG
7502235760047,Tanzanita 21 Cápsulas Caja - Clindamicina 300 MG
7501201400833,Lumigan RC oftálmica 3 ML Solución Gotero - Bimatoprost 0.1 MG 0.1 MG
7502235760177,Turnover Intimo 30 ML Crema Tubo - Polinucleotidos 0.2 %
7503006916724,Sunam 30 Tabletas Caja - Pramipexol 0.5 MG
7501101643286,Sil Norboral 40 Tabletas Caja - Glibenclamida 2.5 MG Metformina 500 MG
7501089803160,Karet 50 MCG 50 Comprimidos Caja - Levotiroxina 50 MCG
7503007822635,Tresiba 5 Piezas Pluma Prellenada - Insulina degludec 100 UI
7501123017300,Sinpebac 15 G Ungüento Tubo - Mupirocina 20 MG
7503007822666,Tresiba 1 Pieza Pluma Prellenada - Insulina degludec 100 UI
7501089803177,Karet 100 MCG 50 Comprimidos Caja - Levotiroxina 100 MCG
7503006916731,Sunam 30 Tabletas Caja - Pramipexol 0.25 MG
7501089803184,Karet 150 MCG 50 Comprimidos Caja - Levotiroxina 150 MCG
7501123019700,Unifer 30 Cápsulas Caja - Hierro carbonilo 18 MG
7502241940945,Singulair 30 Comprimidos Caja - Montelukast 10 MG
7501122967019,Supra 30 Tableta Caja - Clorhidrato de lidamidina 4 MG
7501094913809,Trileptal 100 ML Suspensión Frasco dosificador - Oxcarbazepina 6 G
7501124820459,Tegretol Liberación 20 Tabletas Caja - Carbamazepina 400 MG
7502216936195,Sirdalud 20 Tableta Caja - Tizanidina 2 MG
7501124103118,Lacteol Fort polvo 6 Polvo Sobre - Lactobacillus acidophilus 340 MG
7501124184018,Lacteol Fort 16 Cápsulas Caja - Lactobacillus lb 340 MG
7501094913298,Trileptal 20 Tabletas Caja - Oxcarbazepina 300 MG
7501070903800,Libertrim 24 Comprimidos Caja - Trimebutina 200 MG
7502216935501,Stalevo 30 Tabletas Frasco - Levodopa 50 MG Carbidopa 12.5 MG Entacapona 200 MG
7501070903350,Libertrim SDP Pediátrico 30 ML Suspensión Frasco dosificador - Trimebutina 0.6 G Simeticona 0.6 G
7502216935525,Stalevo 30 Tabletas Frasco - Levodopa 100 MG Carbidopa 25 MG Entacapona 200 MG
7501070903497,Libertrim 20 Comprimidos Caja - Trimebutina 100 MG
7502216934566,Lometopan 140 Suspensión Inhalador - Furoato de mometasona 50 MCG
7502216935228,Lopresor R 30 Tableta Frasco - Metoprolol 95 MG
7502216934559,Lometopan 60 Suspensión Inhalador - Furoato de mometasona 50 MCG
7501094915223,Trileptal 50 Tableta Caja - Oxcarbazepina 300 MG
7502216935549,Stalevo 30 Tabletas Frasco - Levodopa 150 MG Carbidopa 37.5 MG Entacapona 200 MG
7501124820480,Tegretol Liberación 50 Tabletas Caja - Carbamazepina 200 MG
7501124820473,Tegretol 30 Comprimidos Caja - Carbamazepina 200 MG
7501094915230,Trileptal 50 Tabletas Caja - Oxcarbazepina 600 MG
7501094915810,Tegretol 50 Comprimidos Caja - Carbamazepina 200 MG
7502209290211,Uro-Vaxom 30 Cápsulas Caja - Extracto de escherichia coli 6 MG
7502209290464,Tradol Retard 10 Tabletas Caja - Clorhidrato de tramadol 100 MG
7501046428306,Lamictal Dispersable 28 Tableta Caja - Lamotrigina 100 MG
7502216935556,Stalevo 30 Tabletas Frasco - Levodopa 200 MG Carbidopa 50 MG Entacapona 200 MG
7502209290518,Transtec 4 Parche Sobre - Buprenorfina 30 MG
7501124820213,Ultibro-Breezhaler 30 Cápsulas Caja - Indacaterol 110 MG Glicopirronio 50 MG
7502209290259,Tradol 3 ML Inyección Ampolleta - Clorhidrato de tramadol 50 MG
7502209290532,Transtec 2 Parche Sobre - Buprenorfina 20 MG
7502216935518,Stalevo 30 Tabletas Frasco - Levodopa 75 MG Carbidopa 18.75 MG Entacapona 200 MG
7501033953187,Klaricid OD 7 Tabletas Caja - Claritromicina 500 MG
7502209290365,Tradol Retard 10 Tabletas Caja - Clorhidrato de tramadol 50 MG
7502209290341,Tradol 10 Cápsulas Caja - Clorhidrato de tramadol 50 MG
7502209290914,Tradol Retard 30 Tabletas Caja - Clorhidrato de tramadol 100 MG
7501046428696,Lamictal Dispersable 28 Tabletas Caja - Lamotrigina 25 MG
7501046429716,Lamictal Dispersable 14 Tabletas Caja - Lamotrigina 100 MG
7501046427576,Lamictal Dispersable 28 Tabletas Caja - Lamotrigina 50 MG
7502209290358,Tradol 10 ML Solución Frasco - Clorhidrato de tramadol 100 MG
7502209290495,Tradol Con dispositivo 30 ML Solución Atomizador - Clorhidrato de tramadol 100 MG
7501390914791,Kirruz Granulado 10 Granulado Sobre - L-Ornitina L-Aspartato 3 G
7501201400352,Lumigan 3 ML Solución Gotero - Bimatoprost 0.3 MG
7501201401427,Linzess 30 Cápsulas Frasco - Linaclotida 0.29 MG
7501390913862,Lunarium 28 Cápsulas Caja - Bromuro de pinaverio 100 MG Dimeticona 300 MG
7501390913855,Lunarium 56 Cápsulas Caja - Bromuro de Pinaverio 100 MG Dimeticona 300 MG
7501033953897,Klaricid OD 14 Tabletas Caja - Claritromicina 500 MG
7501390914784,Kirruz Granulado 30 Granulado Sobre - L-Ornitina L-Aspartato 3 G
7501409201102,Livial 30 Tableta Caja - Tibolona 2.5 MG
7501201401014,Lastacaft 3 ML Solución Gotero - Alcaftadina 2.5 MG
840149675772,Lyrica 28 Cápsulas Caja - Pregabalina 75 MG
840149675796,Lyrica 28 Cápsulas Caja - Pregabalina 150 MG
7501871720712,Lertus 20 Cápsulas Caja - Diclofenaco sódico 75 MG
7501871730728,Lomexin 2 Óvulo Caja - Fenticonazol 1000 MG
7501471800029,Klonaza 20 Cápsulas Caja - Floroglucinol 80 MG Trimetilfloroglucinol 80 MG Clonixinato de lisina 125 MG
7501871720736,Lertus CD 20 Tabletas Caja - Diclofenaco sódico 50 MG Codeína 50 MG
324208353059,Loterex 5 ML Suspensión Gotero - Etabonato de loteprednol 2 MG
7501098610872,Logimax 14 Tabletas Caja - Felodipino 5 MG Metoprolol 47.5 MG
1210001167988,Lipitor Dos Cajas con 30 Tabletas Caja - Atorvastatina 20 MG
7501318620162,Levitra 1 Tableta Caja - Clorhidrato de vardenafil 20 MG
1210001168008,Lipitor Dos Cajas con 30 Tabletas Caja - Atorvastatina 40 MG
324208299050,Loterex 5 ML Suspensión Gotero - Etabonato de loteprednol 5 MG
7501318620223,Levitra 1 Tableta Caja - Clorhidrato de vardenafil 10 MG
7501318620186,Levitra 4 Tabletas Caja - Clorhidrato de vardenafil 20 MG
7502002461818,Lasma 30 G Crema Frasco - Hidroquinona 4 G
7501070903787,Lm6 24 Comprimidos Caja - Paracetamol 500 MG Fenilefrina 5 MG Maleato de clorfenamina 4 MG
7502002461801,Lasma 30 G Crema Frasco - Hidroquinona 2 G
7501070901301,Lm6 30 ML Solución Frasco Gotero - Clorfenamina 0.05 G Paracetamol 8 G
7501070903053,Libertrim Pediátrica 26 ML Suspensión Frasco dosificador - Trimebutina 0.6 G
7501124103378,Lacteol Fort 16 Cápsulas Caja - Lactobacillus lb 170 MG
7501124183271,Libertrim 6 Piezas Caja - Trimebutina 50 MG
7501034605115,Jardianz 30 Tableta Caja - Empagliflozina 25 MG
7501034600196,Jardianz 30 Tableta Caja - Empagliflozina 10 MG
7501070903688,Libertrim SII 20 Comprimidos Caja - Trimebutina 100 MG Simeticona 37.5 MG
7501070903695,Libertrim SII 24 Comprimidos Caja - Trimebutina 200 MG Simeticona 75 MG
7891317027476,Keflex 100 ML Suspensión Frasco dosificador - Cefalexina 250 MG
7891317027537,Keflex 12 Tabletas Caja - Cefalexina 1 G
7891317027520,Keflex Pediátrica 100 ML Suspensión Frasco - Cefalexina 125 MG
7891317027513,Keflex 12 Tableta Caja - Cefalexina 500 MG
7501089804082,Recoverón 10 Sobres Caja - Acexamato de calcio 4.74 G
7891317027506,Keflex 21 Tableta Caja - Cefalexina 500 MG
8400001603,Lubrik 15 ML Solución Gotero - Alcohol polivinílico 14 MG
7501385420504,Lucebanol 30 Tabletas Caja - Idebenona 30 MG
8400004628,Kedrop 5 ML Solución Frasco - Fumarato de ketotifeno 0.05 %
7501303442601,Qlaira 28 Comprimidos Caja - Estradiol 3 MG
3393370037385,Seretide Evohaler cd aerosol 25/125 MCG Aerosol Inhalador - Xinafoato de salmeterol 0.33 MG Fluticasona 1.67 MG
3393370037408,Seretide Evohaler cd aerosol 25/250 MCG Aerosol Inhalador - Xinafoato de salmeterol 0.33 MG Fluticasona 3.33 MG
8400004611,Kedrop 5 ML Solución Frasco - Fumarato de ketotifeno 0.025 %
7501043100700,Trelegy En Polvo Bucal 30 Polvo Inhalador - Fluticasona 100 MCG Bromuro de umeclidinio 62.5 MCG Vilanterol 25 MCG
7501057002168,Lopid 14 Tableta Caja - Gemfibrozilo 600 MG
840149675802,Lyrica 28 Cápsulas Caja - Pregabalina 300 MG
7501298253008,Kaliolite 50 Grageas Frasco - Cloruro de potasio 500 MG
300090555412,Lincocin Pediátrico Inyectable 6 Solución Jeringa Prellenada - Clorhidrato de lincomicina mon 300 MG
840149675765,Lyrica 14 Cápsulas Caja - Pregabalina 75 MG
300090556365,Lincocin Adulto inyección 6 Solución Jeringa Prellenada - Clorhidrato de lincomicina mon 600 MG
7501390913848,Lunarium 14 Cápsulas Caja - Bromuro de pinaverio 100 MG Dimeticona 300 MG
7501287628206,Lincocin 16 Cápsulas Caja - Clorhidrato de lincomicina mon 500 MG
7501287640888,Lipitor Dos Cajas con 15 Tabletas Caja - Atorvastatina 20 MG
300090444037,Lincocin 100 ML Jarabe Frasco dosificador - Lincomicina 250 MG
7501287618320,Lopid 14 Tabletas Caja - Gemfibrozilo 900 MG
840149675819,Lyrica 28 Cápsulas Caja - Pregabalina 25 MG
7501287640949,Lipitor Dos Cajas con 30 Tabletas Caja - Atorvastatina 10 MG
300090029081,Tafil 30 Tabletas Caja - Alprazolam 0.25 MG
7501125189197,Libonide Rin Suspensión 6 ML Suspensión Inhalador - Budesónida 1.28 MG
300090055097,Tafil 30 Tabletas Caja - Alprazolam 0.5 MG
840149675826,Lyrica 28 Cápsulas Caja - Pregabalina 50 MG
840149675833,Lyrica Solución 100 ML Solución Frasco dosificador - Pregabalina 2 G
7501125155659,Libonide Suspensión 5 Suspensión Frasco Ámpula - Budesónida 0.500 MG
300090055356,Tafil 90 Tabletas Caja - Alprazolam 0.5 MG
7501088507922,Koptin 3 Tabletas Caja - Azitromicina 500 MG
7501287640932,Lipitor Dos Frascos con 30 Tabletas Frasco - Atorvastatina 80 MG
7501088507915,Koptin 22.5 ML Suspensión Frasco dosificador - Azitromicina 0.9 G
7501125155642,Libonide Suspensión 5 Suspensión Frasco Ámpula - Budesónida 0.250 MG
300090090333,Tafil 90 Tabletas Caja - Alprazolam 1 MG 1 MG
7501289501613,Pemix 25 Tabletas Caja - Cinitaprida 1 MG
7501034605092,Jardianz 10 Tabletas Caja - Empagliflozina 25 MG
7501124820688,Patanol 5 ML Solución Gotero - Clorhidrato de olopatadina 1 MG
300090029326,Tafil 90 Tabletas Caja - Alprazolam 0.25 MG
300090094119,Tafil 30 Tabletas Caja - Alprazolam 2 MG
300090300609,Tafil 20 ML Solución Gotero - Alprazolam 0.75 MG
8430308028703,Pemix 50 Tabletas Caja - Cinitaprida 1 MG
7501201400697,Restasis Oftálmica 0.05% 30 ML Emulsión Vial - Ciclosporina 0.5 MG
7501124820640,Patanol 2.5 ML Solución Gotero - Clorhidrato de olopatadina 0.2 %
7501201400680,Prednefrin SF 5 ML Suspensión Gotero - Fosfato prednisolona 10 MG
7501089804136,Recoverón C crema de 40 G Crema Tubo - Ácido acexamico 5 G
7501125163661,Supacid 40MG CAJ C/14 2 Tableta Caja - Pantoprazol 40 MG
7501089802453,Plenacor LP 20 Cápsulas Caja - Atenolol 50 MG Nifedipino 20 MG
7501089804327,Recoverón NC 40 G Crema Tubo - Acexamato de sodio 4.44 G Neomicina 0.4 G
7501089804501,Recoverón G 100 ML Gel Envase - Ácido acexamico 5 G
7501125183812,Telarteq Urti 28 Tabletas Caja - Telmisartán 80 MG Hidroclorotiazida 12.5 MG
7501125159633,Telarteq 30 Tableta Caja - Telmisartán 80 MG
7501089804013,Recoverón 40 G Ungüento Tubo - Acexamato de sodio 100 G
7501098600798,Pulmicort Turbuhaler polvo 1 Polvo Cartucho - Budesónida 100 MCG
7501098611862,Plendil 30 Tabletas Caja - Felodipino 5 MG
7841141003726,Prikul 28 Cápsulas Caja - Pregabalina 75 MG
7841141004303,Prikul 28 Cápsulas Caja - Pregabalina 50 MG
7501089801661,Primogyn 28 Tabletas Caja - Estradiol 1 MG
7841141003801,Prikul 14 Cápsulas Caja - Pregabalina 75 MG
7501089801678,Primogyn 28 Tabletas Caja - Estradiol 2 MG
7501098621151,Pulmicort 5 Suspensión Ampolleta - Budesónida 0.250 MG
7841141003733,Prikul 28 Cápsulas Caja - Pregabalina 150 MG
7501089804310,Recoverón N 40 G Ungüento Tubo - Acexamato de sodio 5 G Neomicina 0.4 G
7501098621175,Pulmicort Suspensión 5 Suspensión Ampolleta - Budesónida 0.125 MG
7502209290907,Tradol Retard 30 Tabletas Caja - Clorhidrato de tramadol 50 MG
7501125162817,Telarteq 30 Tableta Caja - Telmisartán 40 MG
8400002242,Shemol 15 ML Solución Gotero - Timolol 5 MG
7501385450129,Uvega 30 ML Solución Gotero - Lidocaína 1 G
7501385420221,Tasedan 60 Tabletas Caja - Estazolam 2 MG
4260095687869,Questran 10 Polvo Caja - Resina de colestiramina 4 G
7501303451603,Progyluton 21 Tabletas Caja - Estradiol 2 MG Norgestrel 0.5 MG
7501390914418,Ulsicral 40 Tabletas Frasco - Sucralfato 1 G
7501390912209,Uroclasio NF 150 ML Solución Frasco dosificador - Citrato de potasio monohidrata 30 G Ácido cítrico 5 G
7501293200564,Triyotex 30 Cápsulas Caja - Liotironina sódica 75 MCG
7501293200366,Solucaps 30 Cápsulas Caja - Mazindol 2 MG
7501293201226,Terfamex 30 Cápsulas Caja - Fentermina 30 MG
7501293200335,Seronex 30 Tableta Caja - Domperidona 10 MG
7501293201219,Terfamex 30 Cápsulas Caja - Fentermina 15 MG
7501293201509,Seronex LP 30 Tabletas Caja - Domperidona 60 MG
7501409201027,Sandrena en gel de 1g cada sobre y el 28 Gel Sobre - Estradiol 1 MG
7501293202124,Triyotex 10 30 Tabletas Frasco - Liotironina 10 MCG
7501293201516,Tempolib 30 Tabletas Caja - Trimebutina 300 MG
7501287630926,Terramicina 16 Cápsulas Caja - Clorhidrato de oxitetraciclina 500 MG
7501287619105,Sermion 20 Tabletas Caja - Nicergolina 30 MG
7502253072597,Sostenon 1 Jeringa Caja - Fenilpropionato de testosteron 250 MG Isocaproato de testosterona 60 MG
5415062392317,Terramicina oftálmica 10 G Ungüento Tubo - Clorhidrato de oxitetraciclina 0.05 G Sulfato polimixina b 100000 UI
7501287630506,Terramicina 24 Pastilla Caja - Clorhidrato de oxitetraciclina 125 MG
7501088513701,Talnesis 30 Tableta Caja - Clorhidrato de itoprida 50 MG
7501037925579,Trayenta 30 Tableta Caja - Linagliptina 5 MG
7501384504823,Sertex 14 Tabletas Caja - Clorhidrato de sertralina 50 MG
7501125102950,Tracefusin 1 Pieza Frasco Ámpula - Cloruro de zinc 55 MG Sulfato cúprico pentahidratado 16.9 MG Sulfato de manganeso 38.1 MG
7501125109928,Soldrin Ótica 10 ML Solución Gotero - Hidrocortisona 10 MG Cloranfenicol 25 MG Benzocaína 20 MG
7501125109935,Soldrin Oftálmica 10 ML Solución Gotero - Dexametasona 1 MG Neomicina 3.5 MG
7501125122583,Urtisin 10 Tabletas Caja - Loratadina 10 MG
7501384504830,Sertex 28 Tabletas Caja - Clorhidrato de sertralina 50 MG
7501125122491,Sodrimax Ótica 10 ML Solución Gotero - Ciprofloxacino 2 MG Benzocaína 20 MG Hidrocortisona 10 MG
300090090074,Tafil 30 Tabletas Caja - Alprazolam 1 MG
7501384545635,Tamlet S 300 ML Solución Frasco dosificador - Levetiracetam 100 MG
7501384505349,Tamlet T 30 Tabletas Caja - Levetiracetam 500 MG
7501384505332,Tamlet T 60 Tableta Caja - Levetiracetam 500 MG
7501125163685,Supacid 40MG CAJ C/7 7 Tableta Caja - Pantoprazol 40 MG
7501384505356,Tamlet T 30 Tableta Caja - Levetiracetam 1000 MG
7501033955952,Samyr 20 Tabletas Caja - Ademetionina 500 MG
7501033955969,Samyr 40 Tabletas Caja - Ademetionina 500 MG
7501250838236,Tremepen 20 Cápsulas Caja - Gabapentina 300 MG Clorhidrato de tramadol 25 MG
7501088515200,Traumazol 175 ML Solución Lata - Cloruro de etilo 175 ML
7501125186486,Telarteq Urti 14 Tabletas Caja - Telmisartán 80 MG Hidroclorotiazida 25 MG
7501125182310,Salpifar Dt 40 Tabletas Caja - Paracetamol 325 MG Clorhidrato de tramadol 37.5 MG
7501088505836,Troferit Flow 15 Tableta Caja - Dropropizina 30 MG Ambroxol 30 MG
7501250838915,Tremepen 30 Cápsulas Caja - Gabapentina 300 MG Clorhidrato de tramadol 25 MG
7501034664082,Jardianz DUO 60 Tableta Caja - Empagliflozina 12.5 MG Metformina 1000 MG
7501034630124,Jardianz DUO 60 Tabletas Caja - Empagliflozina 12.5 MG Metformina 850 MG
7501088562433,Septacin Amoxi 12 Cápsulas Caja - Amoxicilina 500 MG Ambroxol 30 MG
7501088562426,Septacin Amoxi 90 ML Suspensión Frasco - Amoxicilina 4.5 G Ambroxol 0.27 G
7501384503260,Kinex 30 Tableta Caja - Clorhidrato de biperideno 2 MG
7501088563454,Septacin 30 ML Gotas Frasco - Ambroxol 750 MG
7501088505461,Synalar C 40 G Crema Tubo - Acetónido de fluocinolona 0.01 G Clioquinol 3 G
7501088505409,Sedepron 10 Tabletas Caja - Clonixinato de lisina 250 MG
